# ingredient id,compound id,Uniqueness
462,886,2.7897282321164774
462,950,6.639875833826536
462,177,2.2641188121662497
462,709,4.499809670330265
462,701,6.234410725718371
462,657,1.7126221486693312
462,476,5.030437921392435
462,384,2.2895978974672344
1290,703,2.8556861999082748
1227,699,6.639875833826536
1227,684,2.4203681286504293
1227,551,6.639875833826536
1227,755,6.639875833826536
1227,801,6.639875833826536
1227,151,4.768073656924944
1227,2,7.333023014386481
707,215,3.4412027162758543
707,898,3.8066624897703196
707,101,4.5604342921467
707,346,2.8903717578961645
707,700,3.8672871115867546
707,393,3.722105101742257
707,704,1.8035939268750578
707,94,4.768073656924944
707,165,3.0155349008501706
707,214,4.499809670330265
707,673,2.1625390193483294
707,177,2.2641188121662497
707,635,6.639875833826536
707,1012,3.158635744490844
707,461,4.000818504211277
707,576,4.624972813284271
707,240,5.253581472706645
175,600,2.0149030205422647
662,346,2.8903717578961645
662,700,3.8672871115867546
662,424,1.957744606702316
662,177,2.2641188121662497
662,426,3.098916509789222
662,203,1.7608689822087167
662,540,3.8672871115867546
662,978,2.1625390193483294
662,931,4.388584035220041
395,885,3.4011973816621555
395,204,3.7495040759303713
1384,204,3.7495040759303713
1077,325,3.4011973816621555
1197,275,1.9764367397144686
1197,647,3.504381617897386
1197,278,3.54883338046822
1197,93,2.173967715171952
1197,610,2.3985490812557893
1197,567,3.54883338046822
1197,288,3.836515452920001
1197,13,4.154969184038536
1197,292,1.6325794409957948
1197,836,2.7179024975452215
1197,573,3.307671323651332
1197,296,2.6790626642289577
1197,577,4.388584035220041
1197,298,3.1741399310268092
1197,862,2.6790626642289577
1197,844,6.234410725718371
1197,1091,3.836515452920001
1197,299,1.9906887624216703
1197,301,3.2386784521643803
1197,583,3.6194509476821732
1197,322,3.504381617897386
1197,22,3.4210000089583352
1197,586,2.833213344056216
1197,26,4.499809670330265
1197,311,2.8112344373374407
1197,595,2.0198170353446936
1197,35,3.836515452920001
1197,866,5.030437921392435
1197,600,2.0149030205422647
1197,315,6.234410725718371
1197,880,3.571822898692919
1197,873,4.33729074083249
1197,876,4.11414718951828
1197,606,2.7897282321164774
1197,50,3.6194509476821732
1197,473,4.241980561028165
1197,324,4.624972813284271
1197,608,4.624972813284271
1197,609,3.6194509476821732
1197,328,5.541263545158426
1197,865,5.030437921392435
1197,886,2.7897282321164774
1197,333,3.1135153092103742
1197,616,3.8672871115867546
1197,619,2.632542648594065
1197,611,3.5953533961031128
1197,65,5.135798437050262
1197,339,5.94672865326659
1197,340,2.989217592532797
1197,971,2.370178384126574
1197,346,2.8903717578961645
1197,628,2.0498192856484927
1197,630,4.037186148382152
1197,631,3.2386784521643803
1197,1073,3.5263605246161616
1197,81,3.2386784521643803
1197,358,3.1898882879949486
1197,638,3.4210000089583352
1197,86,2.6508917872622613
1197,366,3.7495040759303713
1197,367,4.154969184038536
1197,369,2.545531271604435
1197,645,1.9670469993646296
1197,91,3.4828754126764228
1197,918,2.185528537573028
1197,919,3.836515452920001
1197,920,3.2386784521643803
1197,373,4.241980561028165
1197,655,5.030437921392435
1197,656,2.9509963797125995
1197,657,1.7126221486693312
1197,798,1.6875761167432435
1197,384,2.2895978974672344
1197,107,2.844386644654341
1197,108,3.128330394995515
1197,664,5.135798437050262
1197,1030,2.660194179924575
1197,114,3.504381617897386
1197,395,3.6194509476821732
1197,397,2.45022109180011
1197,670,2.5623383899208165
1197,671,3.7495040759303713
1197,939,4.388584035220041
1197,675,3.2386784521643803
1197,338,2.4277482359480516
1197,946,4.5604342921467
1197,684,2.4203681286504293
1197,131,2.6416751321573373
1197,215,3.4412027162758543
1197,954,2.53723246878974
1197,136,1.6875761167432435
1197,800,3.1135153092103742
1197,958,3.965727184400007
1197,419,3.8066624897703196
1197,700,3.8672871115867546
1197,144,4.11414718951828
1197,400,2.0149030205422647
1197,703,2.8556861999082748
1197,704,1.8035939268750578
1197,147,2.9763141876968895
1197,1036,3.4828754126764228
1197,149,5.030437921392435
1197,973,5.135798437050262
1197,888,4.848116364598481
1197,56,2.7379031642518914
1197,975,4.9351277415881105
1197,153,3.9318256327243257
1197,980,2.4426738861647275
1197,156,2.6508917872622613
1197,158,2.496741107435003
1197,719,2.215029201969726
1197,159,3.4210000089583352
1197,985,2.3425904276077447
1197,439,3.32568982915401
1197,990,2.349416392678145
1197,724,1.9859154836690125
1197,728,3.307671323651332
1197,449,2.660194179924575
1197,1001,3.098916509789222
1197,174,2.669583920274414
1197,453,3.899035809901335
1197,1004,2.185528537573028
1197,456,4.1975287984573315
1197,177,2.2641188121662497
1197,179,3.571822898692919
1197,461,4.000818504211277
1197,744,3.2725800038400616
1197,1094,5.135798437050262
1197,1014,4.11414718951828
1197,468,4.499809670330265
1197,1016,5.253581472706645
1197,750,3.1898882879949486
1197,1019,5.94672865326659
1197,191,5.135798437050262
1197,1021,3.4011973816621555
1197,196,2.5623383899208165
1197,198,1.9764367397144686
1197,1026,3.644143560272545
1197,201,4.388584035220041
1197,756,2.6886321152451087
1197,357,2.276777209038173
1197,761,2.039718189661989
1197,763,5.030437921392435
1197,317,2.1345259831206556
1197,764,1.8276914784541183
1197,1040,1.8565594624549706
1197,991,4.388584035220041
1197,766,2.7379031642518914
1197,1046,3.5953533961031128
1197,1049,2.53723246878974
1197,431,2.9385738597140425
1197,787,3.6194509476821732
1197,772,1.7420360338756244
1197,226,5.253581472706645
1197,774,4.33729074083249
1197,228,3.7776749528970677
1197,229,2.096581051556532
1197,512,3.836515452920001
1197,471,4.388584035220041
1197,1062,2.6982940261568453
1197,234,3.289971746551931
1197,235,2.768674822918645
1197,1066,6.639875833826536
1197,877,4.288500576663059
1197,788,4.288500576663059
1197,524,1.753293188400259
1197,525,4.693965684771222
1197,505,3.1898882879949486
1197,792,4.442651256490317
1197,957,2.5623383899208165
1197,243,1.7800634294648636
1197,244,4.9351277415881105
1197,534,4.154969184038536
1197,536,4.1975287984573315
1197,1082,1.9717308486770562
1197,974,3.836515452920001
1197,804,3.158635744490844
1197,166,2.9509963797125995
1197,1057,3.504381617897386
1197,806,1.6770312035666286
1197,541,2.5968245659919855
1197,1092,2.054908355155964
1197,1093,5.541263545158426
1197,1013,1.9124880151141952
1197,809,3.7495040759303713
1197,546,5.723585101952381
1197,547,4.000818504211277
1197,549,2.1456372085457263
1197,816,3.644143560272545
1197,1061,3.722105101742257
1197,1102,2.3425904276077447
1197,268,3.1898882879949486
1197,269,3.4412027162758543
1197,821,3.0289579211823114
1197,554,1.6359295278810768
761,761,2.039718189661989
761,144,4.11414718951828
761,766,2.7379031642518914
761,610,2.3985490812557893
761,81,3.2386784521643803
761,710,3.7776749528970677
761,649,3.836515452920001
761,787,3.6194509476821732
761,366,3.7495040759303713
761,985,2.3425904276077447
761,854,4.848116364598481
761,788,4.288500576663059
761,728,3.307671323651332
761,504,3.899035809901335
761,312,4.693965684771222
761,33,3.836515452920001
761,538,3.6954368546600955
761,944,5.541263545158426
761,1091,3.836515452920001
761,809,3.7495040759303713
761,333,3.1135153092103742
761,268,3.1898882879949486
761,1029,3.722105101742257
761,959,4.624972813284271
1361,763,5.030437921392435
1361,346,2.8903717578961645
1361,700,3.8672871115867546
1361,704,1.8035939268750578
1361,1073,3.5263605246161616
1361,973,5.135798437050262
1361,631,3.2386784521643803
1361,638,3.4210000089583352
1361,764,1.8276914784541183
1361,505,3.1898882879949486
1361,1057,3.504381617897386
1361,719,2.215029201969726
1361,645,1.9670469993646296
1361,93,2.173967715171952
1361,373,4.241980561028165
1361,991,4.388584035220041
1361,877,4.288500576663059
1361,656,2.9509963797125995
1361,26,4.499809670330265
1361,792,4.442651256490317
1361,1001,3.098916509789222
1361,534,4.154969184038536
1361,395,3.6194509476821732
1361,179,3.571822898692919
1361,671,3.7495040759303713
1361,630,4.037186148382152
1361,1014,4.11414718951828
1361,166,2.9509963797125995
1361,1091,3.836515452920001
1361,324,4.624972813284271
1361,471,4.388584035220041
1361,1094,5.135798437050262
1361,473,4.241980561028165
1361,191,5.135798437050262
1361,546,5.723585101952381
1361,954,2.53723246878974
1361,201,4.388584035220041
1361,338,2.4277482359480516
1361,419,3.8066624897703196
472,465,4.11414718951828
1120,0,3.504381617897386
1120,275,1.9764367397144686
1120,826,4.33729074083249
1120,919,3.836515452920001
1120,610,2.3985490812557893
1120,292,1.6325794409957948
1120,573,3.307671323651332
1120,296,2.6790626642289577
1120,578,4.241980561028165
1120,581,6.639875833826536
1120,301,3.2386784521643803
1120,27,4.768073656924944
1120,1064,1.8317648038417542
1120,862,2.6790626642289577
1120,595,2.0198170353446936
1120,33,3.836515452920001
1120,600,2.0149030205422647
1120,608,4.624972813284271
1120,317,2.1345259831206556
1120,611,3.5953533961031128
1120,886,2.7897282321164774
1120,333,3.1135153092103742
1120,62,2.989217592532797
1120,56,2.7379031642518914
1120,345,2.480992750466864
1120,73,3.00228967410015
1120,628,2.0498192856484927
1120,351,4.5604342921467
1120,792,4.442651256490317
1120,366,3.7495040759303713
1120,912,2.2704279813595143
1120,913,3.644143560272545
1120,644,5.030437921392435
1120,645,1.9670469993646296
1120,918,2.185528537573028
1120,93,2.173967715171952
1120,571,4.848116364598481
1120,97,3.54883338046822
1120,657,1.7126221486693312
1120,384,2.2895978974672344
1120,660,3.965727184400007
1120,393,3.722105101742257
1120,114,3.504381617897386
1120,397,2.45022109180011
1120,670,2.5623383899208165
1120,673,2.1625390193483294
1120,682,3.7776749528970677
1120,684,2.4203681286504293
1120,522,3.571822898692919
1120,131,2.6416751321573373
1120,215,3.4412027162758543
1120,415,3.2554855704807615
1120,880,3.571822898692919
1120,136,1.6875761167432435
1120,703,2.8556861999082748
1120,704,1.8035939268750578
1120,971,2.370178384126574
1120,973,5.135798437050262
1120,888,4.848116364598481
1120,153,3.9318256327243257
1120,346,2.8903717578961645
1120,156,2.6508917872622613
1120,439,3.32568982915401
1120,165,3.0155349008501706
1120,171,3.32568982915401
1120,449,2.660194179924575
1120,1001,3.098916509789222
1120,174,2.669583920274414
1120,453,3.899035809901335
1120,734,1.7685026070637877
1120,534,4.154969184038536
1120,177,2.2641188121662497
1120,461,4.000818504211277
1120,744,3.2725800038400616
1120,1013,1.9124880151141952
1120,1014,4.11414718951828
1120,185,3.7776749528970677
1120,1015,2.5208386590140637
1120,191,5.135798437050262
1120,1026,3.644143560272545
1120,201,4.388584035220041
1120,241,3.669461368256835
1120,761,2.039718189661989
1120,763,5.030437921392435
1120,1040,1.8565594624549706
1120,951,4.0749264763649995
1120,218,3.7495040759303713
1120,787,3.6194509476821732
1120,1061,3.722105101742257
1120,1062,2.6982940261568453
1120,235,2.768674822918645
1120,786,2.2270775404859005
1120,1067,4.499809670330265
1120,521,4.154969184038536
1120,865,5.030437921392435
1120,1073,3.5263605246161616
1120,793,2.4277482359480516
1120,957,2.5623383899208165
1120,367,4.154969184038536
1120,536,4.1975287984573315
1120,806,1.6770312035666286
1120,541,2.5968245659919855
1120,1092,2.054908355155964
1120,256,3.3817792958050537
1120,809,3.7495040759303713
1120,811,1.9906887624216703
1120,547,4.000818504211277
1120,1101,5.030437921392435
1120,268,3.1898882879949486
1120,821,3.0289579211823114
1120,554,1.6359295278810768
881,1070,5.94672865326659
1270,913,3.644143560272545
1411,543,5.030437921392435
190,288,3.836515452920001
190,529,3.722105101742257
190,600,2.0149030205422647
1239,466,3.4412027162758543
1388,357,2.276777209038173
571,788,4.288500576663059
571,600,2.0149030205422647
571,1001,3.098916509789222
571,1030,2.660194179924575
1342,177,2.2641188121662497
1504,673,2.1625390193483294
1504,177,2.2641188121662497
387,299,1.9906887624216703
1177,974,3.836515452920001
277,136,1.6875761167432435
788,1012,3.158635744490844
1154,324,4.624972813284271
930,898,3.8066624897703196
501,549,2.1456372085457263
501,715,5.387112865331168
501,1018,5.541263545158426
1262,1018,5.541263545158426
428,759,4.499809670330265
1175,393,3.722105101742257
1175,171,3.32568982915401
1175,524,1.753293188400259
563,884,4.848116364598481
500,602,2.8903717578961645
1528,21,5.723585101952381
229,204,3.7495040759303713
229,767,3.504381617897386
1293,767,3.504381617897386
495,397,2.45022109180011
218,298,3.1741399310268092
218,357,2.276777209038173
585,238,6.639875833826536
10,715,5.387112865331168
1251,88,3.836515452920001
1251,661,3.4210000089583352
1251,947,2.9385738597140425
1251,645,1.9670469993646296
1251,918,2.185528537573028
1251,554,1.6359295278810768
996,894,4.9351277415881105
208,295,3.6194509476821732
530,295,3.6194509476821732
963,273,2.7480555357159093
963,971,2.370178384126574
963,348,3.836515452920001
963,628,2.0498192856484927
963,278,3.54883338046822
963,767,3.504381617897386
963,704,1.8035939268750578
963,79,4.499809670330265
963,965,3.7495040759303713
963,361,3.836515452920001
963,434,2.8004235212332254
963,778,3.644143560272545
963,442,2.6508917872622613
963,165,3.0155349008501706
963,378,3.722105101742257
963,519,2.3091424935402047
963,1069,3.128330394995515
963,793,2.4277482359480516
963,243,1.7800634294648636
963,393,3.722105101742257
963,37,3.0289579211823114
963,177,2.2641188121662497
963,867,3.836515452920001
963,602,2.8903717578961645
963,460,3.0425635732380902
963,295,3.6194509476821732
963,737,2.844386644654341
963,250,4.624972813284271
963,1012,3.158635744490844
963,1092,2.054908355155964
963,620,3.7495040759303713
963,260,3.2554855704807615
963,886,2.7897282321164774
963,132,3.722105101742257
963,632,4.000818504211277
963,957,2.5623383899208165
963,1021,3.4011973816621555
509,347,4.624972813284271
1174,693,3.571822898692919
1174,272,2.6982940261568453
1174,345,2.480992750466864
1174,981,5.723585101952381
1174,1040,1.8565594624549706
1174,423,2.349416392678145
1174,424,1.957744606702316
1174,902,2.7480555357159093
1174,1043,3.5953533961031128
1174,211,2.8903717578961645
1174,630,4.037186148382152
1174,282,2.669583920274414
1174,972,3.128330394995515
1174,288,3.836515452920001
1174,909,1.916922612182061
1174,363,3.3817792958050537
1174,836,2.7179024975452215
1174,1054,3.00228967410015
1174,983,3.965727184400007
1174,228,3.7776749528970677
1174,305,4.154969184038536
1174,918,2.185528537573028
1174,93,2.173967715171952
1174,920,3.2386784521643803
1174,292,1.6325794409957948
1174,285,2.45022109180011
1174,990,2.349416392678145
1174,703,2.8556861999082748
1174,234,3.289971746551931
1174,1064,1.8317648038417542
1174,725,4.693965684771222
1174,925,3.965727184400007
1174,27,4.768073656924944
1174,103,4.000818504211277
1174,728,3.307671323651332
1174,526,2.9763141876968895
1174,107,2.844386644654341
1174,311,2.8112344373374407
1174,734,1.7685026070637877
1174,798,1.6875761167432435
1174,599,1.9393954680341194
1174,533,3.7495040759303713
1174,1077,4.000818504211277
1174,40,2.4578256911853296
1174,247,4.442651256490317
1174,1082,1.9717308486770562
1174,742,2.3842631240083128
1174,400,2.0149030205422647
1174,745,6.234410725718371
1174,850,3.22214915021317
1174,1104,2.349416392678145
1174,1013,1.9124880151141952
1174,235,2.768674822918645
1174,611,3.5953533961031128
1174,548,4.848116364598481
1174,1025,3.2554855704807615
1174,136,1.6875761167432435
1174,203,1.7608689822087167
1174,871,3.362731100834359
1174,204,3.7495040759303713
1174,555,2.989217592532797
1174,960,3.6194509476821732
1174,118,2.044755983691946
1065,374,4.388584035220041
1057,249,2.2895978974672344
1111,249,2.2895978974672344
535,607,5.030437921392435
602,62,2.989217592532797
94,68,5.387112865331168
94,761,2.039718189661989
94,345,2.480992750466864
94,1040,1.8565594624549706
94,628,2.0498192856484927
94,424,1.957744606702316
94,704,1.8035939268750578
94,705,6.234410725718371
94,431,2.9385738597140425
94,292,1.6325794409957948
94,155,4.037186148382152
94,772,1.7420360338756244
94,156,2.6508917872622613
94,296,2.6790626642289577
94,158,2.496741107435003
94,257,5.135798437050262
94,229,2.096581051556532
94,645,1.9670469993646296
94,90,3.4210000089583352
94,922,3.571822898692919
94,1062,2.6982940261568453
94,1064,1.8317648038417542
94,657,1.7126221486693312
94,449,2.660194179924575
94,862,2.6790626642289577
94,734,1.7685026070637877
94,798,1.6875761167432435
94,397,2.45022109180011
94,249,2.2895978974672344
94,50,3.6194509476821732
94,806,1.6770312035666286
94,1092,2.054908355155964
94,1013,1.9124880151141952
94,947,2.9385738597140425
94,684,2.4203681286504293
94,131,2.6416751321573373
94,136,1.6875761167432435
94,1104,2.349416392678145
1432,387,3.3440389678222067
1432,650,3.7495040759303713
1432,375,3.7495040759303713
1432,519,2.3091424935402047
1432,587,3.836515452920001
1432,171,3.32568982915401
645,740,6.639875833826536
645,1017,5.541263545158426
645,450,5.94672865326659
645,227,3.2725800038400616
645,773,5.94672865326659
645,1,3.836515452920001
645,110,4.0749264763649995
645,597,4.11414718951828
645,1041,4.9351277415881105
645,1045,4.442651256490317
645,164,5.94672865326659
645,61,4.768073656924944
645,971,2.370178384126574
645,862,2.6790626642289577
645,401,4.388584035220041
645,804,3.158635744490844
645,910,5.723585101952381
645,536,4.1975287984573315
131,26,4.499809670330265
581,433,4.037186148382152
581,921,4.33729074083249
956,433,4.037186148382152
19,272,2.6982940261568453
19,275,1.9764367397144686
19,284,3.7776749528970677
19,285,2.45022109180011
19,568,3.6954368546600955
19,292,1.6325794409957948
19,837,4.288500576663059
19,841,3.3440389678222067
19,1,3.836515452920001
19,19,3.2386784521643803
19,299,1.9906887624216703
19,1028,3.1135153092103742
19,584,2.8786757181329734
19,589,4.000818504211277
19,595,2.0198170353446936
19,600,2.0149030205422647
19,40,2.4578256911853296
19,317,2.1345259831206556
19,871,3.362731100834359
19,425,4.241980561028165
19,880,3.571822898692919
19,609,3.6194509476821732
19,54,3.644143560272545
19,724,1.9859154836690125
19,617,4.1975287984573315
19,890,2.1625390193483294
19,619,2.632542648594065
19,893,2.632542648594065
19,338,2.4277482359480516
19,67,4.33729074083249
19,69,3.6954368546600955
19,345,2.480992750466864
19,72,3.22214915021317
19,73,3.00228967410015
19,902,2.7480555357159093
19,903,3.46182200347859
19,357,2.276777209038173
19,636,4.624972813284271
19,909,1.916922612182061
19,912,2.2704279813595143
19,533,3.7495040759303713
19,915,3.00228967410015
19,916,3.3440389678222067
19,560,2.5968245659919855
19,918,2.185528537573028
19,93,2.173967715171952
19,926,2.6886321152451087
19,657,1.7126221486693312
19,798,1.6875761167432435
19,384,2.2895978974672344
19,107,2.844386644654341
19,646,4.11414718951828
19,670,2.5623383899208165
19,398,3.4828754126764228
19,673,2.1625390193483294
19,118,2.044755983691946
19,400,2.0149030205422647
19,1079,4.388584035220041
19,136,1.6875761167432435
19,947,2.9385738597140425
19,215,3.4412027162758543
19,794,3.2725800038400616
19,1082,1.9717308486770562
19,419,3.8066624897703196
19,697,3.289971746551931
19,422,4.154969184038536
19,424,1.957744606702316
19,147,2.9763141876968895
19,431,2.9385738597140425
19,978,2.1625390193483294
19,982,3.46182200347859
19,158,2.496741107435003
19,984,1.957744606702316
19,166,2.9509963797125995
19,995,2.6145241430913866
19,481,3.362731100834359
19,730,2.5208386590140637
19,734,1.7685026070637877
19,1004,2.185528537573028
19,1007,3.0289579211823114
19,742,2.3842631240083128
19,189,2.9509963797125995
19,195,3.1433682723600556
19,196,2.5623383899208165
19,198,1.9764367397144686
19,1025,3.2554855704807615
19,1027,3.7495040759303713
19,203,1.7608689822087167
19,487,3.504381617897386
19,205,3.7495040759303713
19,764,1.8276914784541183
19,1042,2.822163507869631
19,84,2.4578256911853296
19,199,3.1135153092103742
19,1049,2.53723246878974
19,772,1.7420360338756244
19,1054,3.00228967410015
19,229,2.096581051556532
19,776,3.899035809901335
19,1064,1.8317648038417542
19,786,2.2270775404859005
19,667,3.0703431373451657
19,524,1.753293188400259
19,526,2.9763141876968895
19,529,3.722105101742257
19,243,1.7800634294648636
19,942,4.5604342921467
19,249,2.2895978974672344
19,806,1.6770312035666286
19,554,1.6359295278810768
19,1013,1.9124880151141952
19,811,1.9906887624216703
19,172,3.4412027162758543
19,813,2.8004235212332254
19,262,3.3817792958050537
19,550,2.768674822918645
19,818,3.0289579211823114
19,645,1.9670469993646296
19,1104,2.349416392678145
19,556,2.3425904276077447
1042,433,4.037186148382152
1042,132,3.722105101742257
1359,433,4.037186148382152
458,376,6.234410725718371
458,110,4.0749264763649995
458,155,4.037186148382152
261,559,2.7791461227859404
261,827,2.8556861999082748
261,285,2.45022109180011
261,631,3.2386784521643803
261,292,1.6325794409957948
261,294,3.128330394995515
261,1074,6.639875833826536
261,465,4.11414718951828
261,841,3.3440389678222067
261,19,3.2386784521643803
261,299,1.9906887624216703
261,847,2.553899521274952
261,586,2.833213344056216
261,26,4.499809670330265
261,598,5.541263545158426
261,599,1.9393954680341194
261,37,3.0289579211823114
261,40,2.4578256911853296
261,871,3.362731100834359
261,322,3.504381617897386
261,317,2.1345259831206556
261,59,4.624972813284271
261,890,2.1625390193483294
261,384,2.2895978974672344
261,619,2.632542648594065
261,893,2.632542648594065
261,126,4.0749264763649995
261,971,2.370178384126574
261,72,3.22214915021317
261,999,5.387112865331168
261,357,2.276777209038173
261,84,2.4578256911853296
261,909,1.916922612182061
261,363,3.3817792958050537
261,89,7.333023014386481
261,369,2.545531271604435
261,91,3.4828754126764228
261,93,2.173967715171952
261,926,2.6886321152451087
261,657,1.7126221486693312
261,798,1.6875761167432435
261,103,4.000818504211277
261,928,4.5604342921467
261,661,3.4210000089583352
261,107,2.844386644654341
261,108,3.128330394995515
261,756,2.6886321152451087
261,114,3.504381617897386
261,669,4.000818504211277
261,670,2.5623383899208165
261,671,3.7495040759303713
261,673,2.1625390193483294
261,118,2.044755983691946
261,675,3.2386784521643803
261,943,3.1433682723600556
261,115,4.499809670330265
261,409,3.722105101742257
261,182,6.234410725718371
261,223,5.387112865331168
261,136,1.6875761167432435
261,689,3.8066624897703196
261,1082,1.9717308486770562
261,960,3.6194509476821732
261,693,3.571822898692919
261,696,4.1975287984573315
261,422,4.154969184038536
261,424,1.957744606702316
261,400,2.0149030205422647
261,703,2.8556861999082748
261,704,1.8035939268750578
261,972,3.128330394995515
261,430,3.644143560272545
261,60,5.723585101952381
261,435,3.307671323651332
261,158,2.496741107435003
261,984,1.957744606702316
261,990,2.349416392678145
261,724,1.9859154836690125
261,413,2.8903717578961645
261,734,1.7685026070637877
261,1004,2.185528537573028
261,456,4.1975287984573315
261,737,2.844386644654341
261,460,3.0425635732380902
261,742,2.3842631240083128
261,183,3.2386784521643803
261,1014,4.11414718951828
261,1102,2.3425904276077447
261,1015,2.5208386590140637
261,189,2.9509963797125995
261,194,4.848116364598481
261,195,3.1433682723600556
261,196,2.5623383899208165
261,198,1.9764367397144686
261,1025,3.2554855704807615
261,1027,3.7495040759303713
261,482,3.4210000089583352
261,203,1.7608689822087167
261,397,2.45022109180011
261,487,3.504381617897386
261,764,1.8276914784541183
261,1040,1.8565594624549706
261,1043,3.5953533961031128
261,211,2.8903717578961645
261,772,1.7420360338756244
261,507,4.5604342921467
261,228,3.7776749528970677
261,229,2.096581051556532
261,1064,1.8317648038417542
261,786,2.2270775404859005
261,667,3.0703431373451657
261,524,1.753293188400259
261,526,2.9763141876968895
261,957,2.5623383899208165
261,243,1.7800634294648636
261,245,4.848116364598481
261,249,2.2895978974672344
261,177,2.2641188121662497
261,1013,1.9124880151141952
261,490,2.989217592532797
261,549,2.1456372085457263
261,550,2.768674822918645
261,1061,3.722105101742257
261,818,3.0289579211823114
261,822,3.1898882879949486
261,554,1.6359295278810768
261,556,2.3425904276077447
1416,974,3.836515452920001
918,610,2.3985490812557893
918,567,3.54883338046822
918,292,1.6325794409957948
918,573,3.307671323651332
918,296,2.6790626642289577
918,862,2.6790626642289577
918,299,1.9906887624216703
918,583,3.6194509476821732
918,852,5.723585101952381
918,515,4.442651256490317
918,311,2.8112344373374407
918,595,2.0198170353446936
918,600,2.0149030205422647
918,39,4.768073656924944
918,869,4.33729074083249
918,608,4.624972813284271
918,519,2.3091424935402047
918,875,3.965727184400007
918,969,4.693965684771222
918,606,2.7897282321164774
918,473,4.241980561028165
918,317,2.1345259831206556
918,609,3.6194509476821732
918,724,1.9859154836690125
918,332,5.135798437050262
918,333,3.1135153092103742
918,1030,2.660194179924575
918,619,2.632542648594065
918,56,2.7379031642518914
918,337,5.030437921392435
918,65,5.135798437050262
918,628,2.0498192856484927
918,905,4.0749264763649995
918,81,3.2386784521643803
918,909,1.916922612182061
918,86,2.6508917872622613
918,366,3.7495040759303713
918,645,1.9670469993646296
918,918,2.185528537573028
918,919,3.836515452920001
918,97,3.54883338046822
918,443,6.234410725718371
918,656,2.9509963797125995
918,660,3.965727184400007
918,108,3.128330394995515
918,390,3.1433682723600556
918,203,1.7608689822087167
918,118,2.044755983691946
918,400,2.0149030205422647
918,941,4.5604342921467
918,683,7.333023014386481
918,684,2.4203681286504293
918,131,2.6416751321573373
918,952,5.541263545158426
